premise,hypothesis,extra,label,generic,concept,hyp_type_pl,reasoning_steps,reasoning_type,extra_type
Ostriches have black feathers. A Yeb is an ostrich. A Goq is a Yeb.,A Goq has black feathers.,Yebs do not have black feathers,W,Ostriches have black feathers.,Ostriches,Goqs,2,W-case,Nonsense
Turkeys eat insects. Goqs are turkeys.,Goqs eat insects.,Sparrows are turkeys. Sparrows eat insects.,S,Turkeys eat insects.,Turkeys,Goqs,1,S-case,Real
Turkeys eat insects. Goqs are turkeys.,Goqs eat insects.,Dofiks are turkeys. Dofiks eat insects.,S,Turkeys eat insects.,Turkeys,Goqs,1,S-case,Nonsense
Turkeys eat insects. Goqs are turkeys.,Goqs eat insects.,Turkeys that are fed a commercial diet are turkeys. Turkeys that are fed a commercial diet do not eat insects.,W,Turkeys eat insects.,Turkeys,Goqs,1,W-case,Real
Turkeys eat insects. Goqs are turkeys.,Goqs eat insects.,Dofiks are turkeys. Dofiks do not eat insects.,W,Turkeys eat insects.,Turkeys,Goqs,1,W-case,Nonsense
Turkeys eat insects. Goqs are turkeys.,Goqs eat insects.,Insects are not turkeys. Insects eat insects.,N,Turkeys eat insects.,Turkeys,Goqs,1,S-alt,Real
Turkeys eat insects. Goqs are turkeys.,Goqs eat insects.,Dofiks are not turkeys. Dofiks eat insects.,N,Turkeys eat insects.,Turkeys,Goqs,1,S-alt,Nonsense
Turkeys eat insects. Goqs are turkeys.,Goqs eat insects.,Dofiks are not turkeys. Dofiks do not eat insects.,N,Turkeys eat insects.,Turkeys,Goqs,1,N-alt,Nonsense
Turkeys eat insects. Goqs are turkeys.,Goqs eat insects.,Lobsters are not turkeys. Lobsters do not eat insects.,N,Turkeys eat insects.,Turkeys,Goqs,1,N-alt,Real
Turkeys eat insects. Goqs are turkeys.,Goqs eat insects.,Turkeys eat grasses and other plants.,N,Turkeys eat insects.,Turkeys,Goqs,1,N-prop,Real
Turkeys eat insects. Sparrows are turkeys. Goqs are sparrows.,Goqs eat insects.,Sparrows eat insects.,S,Turkeys eat insects.,Turkeys,Goqs,2,S-case,Real
Turkeys eat insects. Turkeys that are fed a commercial diet are turkeys. Goqs are turkeys that are fed a commercial diet.,Goqs eat insects.,Turkeys that are fed a commercial diet do not eat insects.,W,Turkeys eat insects.,Turkeys,Goqs,2,W-case,Real
Turkeys eat insects. Yebs are turkeys. Goqs are Yebs.,Goqs eat insects.,Yebs eat insects,S,Turkeys eat insects.,Turkeys,Goqs,2,S-case,Nonsense
Turkeys eat insects. Yebs are turkeys. Goqs are Yebs.,Goqs eat insects.,Yebs do not eat insects,W,Turkeys eat insects.,Turkeys,Goqs,2,W-case,Nonsense
Kingfishers feed on fish. Dofiks are kingfishers.,Dofiks feed on fish.,Pelicans are kingfishers. Pelicans feed on fish.,S,Kingfishers feed on fish.,Kingfishers,Dofiks,1,S-case,Real
Kingfishers feed on fish. Dofiks are kingfishers.,Dofiks feed on fish.,Yebs are kingfishers. Yebs feed on fish.,S,Kingfishers feed on fish.,Kingfishers,Dofiks,1,S-case,Nonsense
Kingfishers feed on fish. Dofiks are kingfishers.,Dofiks feed on fish.,Kingfishers that feed on small insects are kingfishers. Kingfishers that feed on small insects do not feed on fish.,W,Kingfishers feed on fish.,Kingfishers,Dofiks,1,W-case,Real
Kingfishers feed on fish. Dofiks are kingfishers.,Dofiks feed on fish.,Yebs are kingfishers. Yebs do not feed on fish.,W,Kingfishers feed on fish.,Kingfishers,Dofiks,1,W-case,Nonsense
Kingfishers feed on fish. Dofiks are kingfishers.,Dofiks feed on fish.,Piranhas are not kingfishers. Piranhas feed on fish.,N,Kingfishers feed on fish.,Kingfishers,Dofiks,1,S-alt,Real
Kingfishers feed on fish. Dofiks are kingfishers.,Dofiks feed on fish.,Yebs are not kingfishers. Yebs feed on fish.,N,Kingfishers feed on fish.,Kingfishers,Dofiks,1,S-alt,Nonsense
Kingfishers feed on fish. Dofiks are kingfishers.,Dofiks feed on fish.,Yebs are not kingfishers. Yebs do not feed on fish.,N,Kingfishers feed on fish.,Kingfishers,Dofiks,1,N-alt,Nonsense
Kingfishers feed on fish. Dofiks are kingfishers.,Dofiks feed on fish.,Tortoises are not kingfishers. Tortoises do not feed on fish.,N,Kingfishers feed on fish.,Kingfishers,Dofiks,1,N-alt,Real
Kingfishers feed on fish. Dofiks are kingfishers.,Dofiks feed on fish.,Kingfishers feed on crustaceans.,N,Kingfishers feed on fish.,Kingfishers,Dofiks,1,N-prop,Real
Kingfishers feed on fish. Pelicans are kingfishers. Dofiks are pelicans.,Dofiks feed on fish.,Pelicans feed on fish.,S,Kingfishers feed on fish.,Kingfishers,Dofiks,2,S-case,Real
Kingfishers feed on fish. Kingfishers that feed on small insects are kingfishers. Dofiks are kingfishers that feed on small insects.,Dofiks feed on fish.,Kingfishers that feed on small insects do not feed on fish.,W,Kingfishers feed on fish.,Kingfishers,Dofiks,2,W-case,Real
Kingfishers feed on fish. Wumoxes are kingfishers. Dofiks are Wumoxes.,Dofiks feed on fish.,Wumoxes feed on fish,S,Kingfishers feed on fish.,Kingfishers,Dofiks,2,S-case,Nonsense
Kingfishers feed on fish. Wumoxes are kingfishers. Dofiks are Wumoxes.,Dofiks feed on fish.,Wumoxes do not feed on fish,W,Kingfishers feed on fish.,Kingfishers,Dofiks,2,W-case,Nonsense
Peacocks have tail feathers. A Dofik is a peacock.,A Dofik has tail feathers.,A green peafowl is a peacock. A green peafowl has tail feathers.,S,Peacocks have tail feathers.,Peacocks,Dofiks,1,S-case,Real
Peacocks have tail feathers. A Dofik is a peacock.,A Dofik has tail feathers.,A Yeb is a peacock. A Yeb has tail feathers.,S,Peacocks have tail feathers.,Peacocks,Dofiks,1,S-case,Nonsense
Peacocks have tail feathers. A Dofik is a peacock.,A Dofik has tail feathers.,Peacocks that have their tail feathers plucked are peacocks. Peacocks that have their tail feathers plucked do not have tail feathers.,W,Peacocks have tail feathers.,Peacocks,Dofiks,1,W-case,Real
Peacocks have tail feathers. A Dofik is a peacock.,A Dofik has tail feathers.,A Yeb is a peacock. Yebs do not have tail feathers.,W,Peacocks have tail feathers.,Peacocks,Dofiks,1,W-case,Nonsense
Peacocks have tail feathers. A Dofik is a peacock.,A Dofik has tail feathers.,Ostriches are not peacocks. Ostriches have tail feathers.,N,Peacocks have tail feathers.,Peacocks,Dofiks,1,S-alt,Real
Peacocks have tail feathers. A Dofik is a peacock.,A Dofik has tail feathers.,A Yeb is not a peacock. A Yeb has tail feathers.,N,Peacocks have tail feathers.,Peacocks,Dofiks,1,S-alt,Nonsense
Peacocks have tail feathers. A Dofik is a peacock.,A Dofik has tail feathers.,A Yeb is not a peacock. Yebs do not have tail feathers.,N,Peacocks have tail feathers.,Peacocks,Dofiks,1,N-alt,Nonsense
Peacocks have tail feathers. A Dofik is a peacock.,A Dofik has tail feathers.,Platypuses are not peacocks. Platypuses do not have tail feathers.,N,Peacocks have tail feathers.,Peacocks,Dofiks,1,N-alt,Real
Peacocks have tail feathers. A Dofik is a peacock.,A Dofik has tail feathers.,Peacocks have a crest on their head.,N,Peacocks have tail feathers.,Peacocks,Dofiks,1,N-prop,Real
Peacocks have tail feathers. A green peafowl is a peacock. A Dofik is a green peafowl.,A Dofik has tail feathers.,A green peafowl has tail feathers.,S,Peacocks have tail feathers.,Peacocks,Dofiks,2,S-case,Real
Peacocks have tail feathers. Peacocks that have their tail feathers plucked are peacocks. Dofiks are peacocks that have their tail feathers plucked.,A Dofik has tail feathers.,Peacocks that have their tail feathers plucked do not have tail feathers.,W,Peacocks have tail feathers.,Peacocks,Dofiks,2,W-case,Real
Peacocks have tail feathers. A Wumox is a peacock. A Dofik is a Wumox.,A Dofik has tail feathers.,A Wumox has tail feathers,S,Peacocks have tail feathers.,Peacocks,Dofiks,2,S-case,Nonsense
Peacocks have tail feathers. A Wumox is a peacock. A Dofik is a Wumox.,A Dofik has tail feathers.,Wumoxes do not have tail feathers,W,Peacocks have tail feathers.,Peacocks,Dofiks,2,W-case,Nonsense
Ostriches have long legs. Wumoxes are ostriches.,Wumoxes have long legs.,Australian ostriches are ostriches. Australian ostriches have long legs.,S,Ostriches have long legs.,Ostriches,Wumoxes,1,S-case,Real
Ostriches have long legs. Wumoxes are ostriches.,Wumoxes have long legs.,Bafus are ostriches. Bafus have long legs.,S,Ostriches have long legs.,Ostriches,Wumoxes,1,S-case,Nonsense
Ostriches have long legs. Wumoxes are ostriches.,Wumoxes have long legs.,Ostriches that are very young are ostriches. Ostriches that are very young do not have long legs.,W,Ostriches have long legs.,Ostriches,Wumoxes,1,W-case,Real
Ostriches have long legs. Wumoxes are ostriches.,Wumoxes have long legs.,Bafus are ostriches. Bafus do not have long legs.,W,Ostriches have long legs.,Ostriches,Wumoxes,1,W-case,Nonsense
Ostriches have long legs. Wumoxes are ostriches.,Wumoxes have long legs.,The long legs of a grasshopper is not an ostrich. The long legs of a grasshopper has long legs.,N,Ostriches have long legs.,Ostriches,Wumoxes,1,S-alt,Real
Ostriches have long legs. Wumoxes are ostriches.,Wumoxes have long legs.,Bafus are not ostriches. Bafus have long legs.,N,Ostriches have long legs.,Ostriches,Wumoxes,1,S-alt,Nonsense
Ostriches have long legs. Wumoxes are ostriches.,Wumoxes have long legs.,Bafus are not ostriches. Bafus do not have long legs.,N,Ostriches have long legs.,Ostriches,Wumoxes,1,N-alt,Nonsense
Ostriches have long legs. Wumoxes are ostriches.,Wumoxes have long legs.,Turtles are not ostriches. Turtles do not have long legs.,N,Ostriches have long legs.,Ostriches,Wumoxes,1,N-alt,Real
Ostriches have long legs. Wumoxes are ostriches.,Wumoxes have long legs.,Ostriches have a long neck.,N,Ostriches have long legs.,Ostriches,Wumoxes,1,N-prop,Real
Ostriches have long legs. Australian ostriches are ostriches. Wumoxes are australian ostriches.,Wumoxes have long legs.,Australian ostriches have long legs.,S,Ostriches have long legs.,Ostriches,Wumoxes,2,S-case,Real
Ostriches have long legs. Ostriches that are very young are ostriches. Wumoxes are ostriches that are very young.,Wumoxes have long legs.,Ostriches that are very young do not have long legs.,W,Ostriches have long legs.,Ostriches,Wumoxes,2,W-case,Real
Ostriches have long legs. Goqs are ostriches. Wumoxes are Goqs.,Wumoxes have long legs.,Goqs have long legs,S,Ostriches have long legs.,Ostriches,Wumoxes,2,S-case,Nonsense
Ostriches have long legs. Goqs are ostriches. Wumoxes are Goqs.,Wumoxes have long legs.,Goqs do not have long legs,W,Ostriches have long legs.,Ostriches,Wumoxes,2,W-case,Nonsense
Owls eat rabbits. A Dofik is an owl.,A Dofik eats rabbits.,A northern saw-whet owl is an owl. A northern saw-whet owl eats rabbits.,S,Owls eat rabbits.,Owls,Dofiks,1,S-case,Real
Owls eat rabbits. A Dofik is an owl.,A Dofik eats rabbits.,A Yeb is an owl. A Yeb eats rabbits.,S,Owls eat rabbits.,Owls,Dofiks,1,S-case,Nonsense
Owls eat rabbits. A Dofik is an owl.,A Dofik eats rabbits.,Owls that live in an area where there are no rabbits are owls. Owls that live in an area where there are no rabbits do not eat rabbits.,W,Owls eat rabbits.,Owls,Dofiks,1,W-case,Real
Owls eat rabbits. A Dofik is an owl.,A Dofik eats rabbits.,A Yeb is an owl. Yebs do not eat rabbits.,W,Owls eat rabbits.,Owls,Dofiks,1,W-case,Nonsense
Owls eat rabbits. A Dofik is an owl.,A Dofik eats rabbits.,Weasels are not owls. Weasels eat rabbits.,N,Owls eat rabbits.,Owls,Dofiks,1,S-alt,Real
Owls eat rabbits. A Dofik is an owl.,A Dofik eats rabbits.,A Yeb is not an owl. A Yeb eats rabbits.,N,Owls eat rabbits.,Owls,Dofiks,1,S-alt,Nonsense
Owls eat rabbits. A Dofik is an owl.,A Dofik eats rabbits.,A Yeb is not an owl. Yebs do not eat rabbits.,N,Owls eat rabbits.,Owls,Dofiks,1,N-alt,Nonsense
Owls eat rabbits. A Dofik is an owl.,A Dofik eats rabbits.,Mosquitoes are not owls. Mosquitoes do not eat rabbits.,N,Owls eat rabbits.,Owls,Dofiks,1,N-alt,Real
Owls eat rabbits. A Dofik is an owl.,A Dofik eats rabbits.,Owls eat small rodents.,N,Owls eat rabbits.,Owls,Dofiks,1,N-prop,Real
Owls eat rabbits. A northern saw-whet owl is an owl. A Dofik is a northern saw-whet owl.,A Dofik eats rabbits.,A northern saw-whet owl eats rabbits.,S,Owls eat rabbits.,Owls,Dofiks,2,S-case,Real
Owls eat rabbits. Owls that live in an area where there are no rabbits are owls. Dofiks are owls that live in an area where there are no rabbits.,A Dofik eats rabbits.,Owls that live in an area where there are no rabbits do not eat rabbits.,W,Owls eat rabbits.,Owls,Dofiks,2,W-case,Real
Owls eat rabbits. A Wumox is an owl. A Dofik is a Wumox.,A Dofik eats rabbits.,A Wumox eats rabbits,S,Owls eat rabbits.,Owls,Dofiks,2,S-case,Nonsense
Owls eat rabbits. A Wumox is an owl. A Dofik is a Wumox.,A Dofik eats rabbits.,Wumoxes do not eat rabbits,W,Owls eat rabbits.,Owls,Dofiks,2,W-case,Nonsense
Magpies eat insects. A Wumox is a magpie.,A Wumox eats insects.,A black-billed magpie is a magpie. A black-billed magpie eats insects.,S,Magpies eat insects.,Magpies,Wumoxes,1,S-case,Real
Magpies eat insects. A Wumox is a magpie.,A Wumox eats insects.,A Bafu is a magpie. A Bafu eats insects.,S,Magpies eat insects.,Magpies,Wumoxes,1,S-case,Nonsense
Magpies eat insects. A Wumox is a magpie.,A Wumox eats insects.,Magpies that are young and have not learned to hunt insects yet are magpies. Magpies that are young and have not learned to hunt insects yet do not eat insects.,W,Magpies eat insects.,Magpies,Wumoxes,1,W-case,Real
Magpies eat insects. A Wumox is a magpie.,A Wumox eats insects.,A Bafu is a magpie. Bafus do not eat insects.,W,Magpies eat insects.,Magpies,Wumoxes,1,W-case,Nonsense
Magpies eat insects. A Wumox is a magpie.,A Wumox eats insects.,Squirrels are not magpies. Squirrels eat insects.,N,Magpies eat insects.,Magpies,Wumoxes,1,S-alt,Real
Magpies eat insects. A Wumox is a magpie.,A Wumox eats insects.,A Bafu is not a magpie. A Bafu eats insects.,N,Magpies eat insects.,Magpies,Wumoxes,1,S-alt,Nonsense
Magpies eat insects. A Wumox is a magpie.,A Wumox eats insects.,A Bafu is not a magpie. Bafus do not eat insects.,N,Magpies eat insects.,Magpies,Wumoxes,1,N-alt,Nonsense
Magpies eat insects. A Wumox is a magpie.,A Wumox eats insects.,Dolphins are not magpies. Dolphins do not eat insects.,N,Magpies eat insects.,Magpies,Wumoxes,1,N-alt,Real
Magpies eat insects. A Wumox is a magpie.,A Wumox eats insects.,Magpies eat small animals.,N,Magpies eat insects.,Magpies,Wumoxes,1,N-prop,Real
Magpies eat insects. A black-billed magpie is a magpie. A Wumox is a black-billed magpie.,A Wumox eats insects.,A black-billed magpie eats insects.,S,Magpies eat insects.,Magpies,Wumoxes,2,S-case,Real
Magpies eat insects. Magpies that are young and have not learned to hunt insects yet are magpies. Wumoxes are magpies that are young and have not learned to hunt insects yet.,A Wumox eats insects.,Magpies that are young and have not learned to hunt insects yet do not eat insects.,W,Magpies eat insects.,Magpies,Wumoxes,2,W-case,Real
Magpies eat insects. A Goq is a magpie. A Wumox is a Goq.,A Wumox eats insects.,A Goq eats insects,S,Magpies eat insects.,Magpies,Wumoxes,2,S-case,Nonsense
Magpies eat insects. A Goq is a magpie. A Wumox is a Goq.,A Wumox eats insects.,Goqs do not eat insects,W,Magpies eat insects.,Magpies,Wumoxes,2,W-case,Nonsense
Pelicans have wings. A Goq is a pelican.,A Goq has wings.,A pelican is a pelican. A pelicanus erythrorhynchos (red-throated pelican) have wings.,S,Pelicans have wings.,Pelicans,Goqs,1,S-case,Real
Pelicans have wings. A Goq is a pelican.,A Goq has wings.,A Dofik is a pelican. A Dofik us erythrorhynchos (red-throated pelican) have wings.,S,Pelicans have wings.,Pelicans,Goqs,1,S-case,Nonsense
Pelicans have wings. A Goq is a pelican.,A Goq has wings.,Pelicans that are injured and have lost their wings are pelicans. Pelicans that are injured and have lost their wings do not have wings.,W,Pelicans have wings.,Pelicans,Goqs,1,W-case,Real
Pelicans have wings. A Goq is a pelican.,A Goq has wings.,A Dofik is a pelican. Dofiks do not have wings.,W,Pelicans have wings.,Pelicans,Goqs,1,W-case,Nonsense
Pelicans have wings. A Goq is a pelican.,A Goq has wings.,Pigeons are not pelicans. Pigeons have wings.,N,Pelicans have wings.,Pelicans,Goqs,1,S-alt,Real
Pelicans have wings. A Goq is a pelican.,A Goq has wings.,A Dofik is not a pelican. A Dofik us erythrorhynchos (red-throated pelican) have wings.,N,Pelicans have wings.,Pelicans,Goqs,1,S-alt,Nonsense
Pelicans have wings. A Goq is a pelican.,A Goq has wings.,A Dofik is not a pelican. Dofiks do not have wings.,N,Pelicans have wings.,Pelicans,Goqs,1,N-alt,Nonsense
Pelicans have wings. A Goq is a pelican.,A Goq has wings.,Flounder are not pelicans. Flounder do not have wings.,N,Pelicans have wings.,Pelicans,Goqs,1,N-alt,Real
Pelicans have wings. A Goq is a pelican.,A Goq has wings.,Pelicans have a pouch on their neck.,N,Pelicans have wings.,Pelicans,Goqs,1,N-prop,Real
Pelicans have wings. A pelican is a pelican. A Goq is a pelican.,A Goq has wings.,A pelicanus erythrorhynchos (red-throated pelican) have wings.,S,Pelicans have wings.,Pelicans,Goqs,2,S-case,Real
Pelicans have wings. Pelicans that are injured and have lost their wings are pelicans. Goqs are pelicans that are injured and have lost their wings.,A Goq has wings.,Pelicans that are injured and have lost their wings do not have wings.,W,Pelicans have wings.,Pelicans,Goqs,2,W-case,Real
Pelicans have wings. A Yeb is a pelican. A Goq is a Yeb.,A Goq has wings.,A Yeb us erythrorhynchos (red-throated pelican) have wings,S,Pelicans have wings.,Pelicans,Goqs,2,S-case,Nonsense
Pelicans have wings. A Yeb is a pelican. A Goq is a Yeb.,A Goq has wings.,Yebs do not have wings,W,Pelicans have wings.,Pelicans,Goqs,2,W-case,Nonsense
Eagles eat rabbits. A Bafu is an eagle.,A Bafu eats rabbits.,A bald eagle is an eagle. A bald eagle eats rabbits.,S,Eagles eat rabbits.,Eagles,Bafus,1,S-case,Real
Eagles eat rabbits. A Bafu is an eagle.,A Bafu eats rabbits.,A Goq is an eagle. A Goq eats rabbits.,S,Eagles eat rabbits.,Eagles,Bafus,1,S-case,Nonsense
Eagles eat rabbits. A Bafu is an eagle.,A Bafu eats rabbits.,Eagles that live in a place where there are no rabbits; are eagles. Eagles that live in a place where there are no rabbits; do not eat rabbits.,W,Eagles eat rabbits.,Eagles,Bafus,1,W-case,Real
Eagles eat rabbits. A Bafu is an eagle.,A Bafu eats rabbits.,A Goq is an eagle. Goqs do not eat rabbits.,W,Eagles eat rabbits.,Eagles,Bafus,1,W-case,Nonsense
Eagles eat rabbits. A Bafu is an eagle.,A Bafu eats rabbits.,Domestic cats are not eagles. Domestic cats eat rabbits.,N,Eagles eat rabbits.,Eagles,Bafus,1,S-alt,Real
Eagles eat rabbits. A Bafu is an eagle.,A Bafu eats rabbits.,A Goq is not an eagle. A Goq eats rabbits.,N,Eagles eat rabbits.,Eagles,Bafus,1,S-alt,Nonsense
Eagles eat rabbits. A Bafu is an eagle.,A Bafu eats rabbits.,A Goq is not an eagle. Goqs do not eat rabbits.,N,Eagles eat rabbits.,Eagles,Bafus,1,N-alt,Nonsense
